"Year","Country Name","Country Code","Adolescent fertility rate (births per 1,000 women ages 15-19)","Agriculture, value added (% of GDP)","Exports of goods and services (% of GDP)","Fertility rate, total (births per woman)","Foreign direct investment, net inflows (BoP, current US$)","GDP (current US$)","GDP growth (annual %)","GNI per capita, Atlas method (current US$)","GNI per capita, PPP (current international $)","GNI, Atlas method (current US$)","GNI, PPP (current international $)","Immunization, measles (% of children ages 12-23 months)","Imports of goods and services (% of GDP)","Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Internet users (per 100 people)","Life expectancy at birth, total (years)","Merchandise trade (% of GDP)","Military expenditure (% of GDP)","Mobile cellular subscriptions (per 100 people)","Mortality rate, under-5 (per 1,000)","Population growth (annual %)","Population, total","Prevalence of HIV, total (% of population ages 15-49)","Renewable internal freshwater resources per capita (cubic meters)","Services, etc., value added (% of GDP)","Surface area (sq. km)","Time required to start a business (days)","Workers' remittances and compensation of employees, received (current US$)"
2007,"Liberia","LBR",141.572,53.9719439150558,33.2698066975225,5.145,1.3164E8,7.34933279196919E8,9.40000420971776,150.0,280.0,5.30632081110549E8,1.02402713325187E9,95.0,83.7734821671658,18.5697250204193,15.9617188557888,0.551376580555429,58.0365853658537,95.4780549285734,0.490773240999863,15.5212507426353,132.8,4.40359356590871,3627285.0,1.7,55137.6580555429,27.4583310645249,111370.0,68.0,6.4557E7
2007,"Lithuania","LTU",21.891,4.4060315456,54.3840503287694,1.35,2.01703665555058E9,3.88937679579907E10,8.92464324971196,9910.0,17090.0,3.34368563488237E10,5.76898169690808E10,97.0,67.7992473917017,32.7996860229,8.82322299306664,49.2078487553983,70.8846341463415,107.024582434287,1.54475247787061,145.516376556826,8.2,-0.545490813022069,3375618.0,0.1,4609.52631488513,62.7942824315,65300.0,26.0,1.43264E9
2007,"Luxembourg","LUX",12.284,0.390540114529867,172.500083016947,1.61,1.88118995247916E11,4.94596518121099E10,4.45642593854707,79060.0,65050.0,3.79481314268172E10,3.12212892331277E10,96.0,141.942928616495,14.3847921965433,2.19143056769202,75.8165223242839,79.1756097560976,101.047070043795,0.741618055632423,142.606246341092,2.8,1.54438684650549,479993.0,0.2,2083.36371572085,85.2246676889268,2590.0,26.0,1.56515E9
2007,"Macedonia, FYR","MKD",21.686,11.9589361217222,53.1623927281943,1.426,3.19688469803584E8,7.92666429423792E9,5.86108612759266,3410.0,9050.0,6.94542868647287E9,1.84418919140047E10,96.0,72.2427826222427,29.530139702906,7.65147274928279,27.29643355927,74.1319512195122,108.29271533853,2.05237102194361,95.5663093512982,16.6,0.0321933529889004,2037031.68325141,0.1,2650.91605810509,58.5109241753719,25710.0,15.0,3.4501E8
2007,"Madagascar","MDG",132.773,26.1710302428392,30.3970321085135,4.776,9.96883571512428E8,7.34708031962637E9,6.24061271984328,340.0,980.0,6.3565998714501E9,1.82096261780697E10,81.0,46.7989668293203,17.4497987933801,9.68218751578075,0.650385003734339,60.1107317073171,52.7134038218457,1.11853792856799,11.9198478421596,111.8,2.71838402369752,1.8604365E7,0.1,18114.0286164027,56.3791709637807,587040.0,7.0,1.1E7
2007,"Malawi","MWI",135.239,34.3077322975346,23.5547722980126,5.593,5.46373333333333E7,3.58585797239587E9,8.60000000000018,250.0,760.0,3.5474496152716E9,1.05913698667131E10,83.0,44.5264419020461,20.3718621667375,7.39343682504688,1.0019064648104,48.2607317073171,58.2244198200918,1.1602675609275,7.54919057231826,110.5,2.54170863102361,1.39200618918446E7,11.9,1159.47760328968,45.3204055357279,118480.0,37.0,1000000.0
2007,"Malaysia","MYS",12.797,10.2359689903157,110.17229301557,2.597,8.45555E9,1.86718646485979E11,6.34711863836091,6420.0,13230.0,1.70489269935242E11,3.5121232906638E11,90.0,89.9116635429125,47.7164944598856,5.19744436840864,55.7173962284918,74.2875609756098,173.091190988399,2.12646292672591,87.9375671612753,11.2,1.6550315633522,2.65495177472697E7,0.5,21845.9711969588,42.0475365497987,329740.0,24.0,1.803E9
2007,"Mauritius","MUS",39.321,5.26665025095362,61.8064307377694,1.66,3.38907846560965E8,6.78649355472679E9,4.67546902123131,5610.0,11410.0,7.06742420444792E9,1.43806913122761E10,98.0,71.064664851409,27.8114542395718,7.00898576480908,26.9693152649497,72.4321951219512,90.371320160296,0.168737886215939,73.6597043528475,15.1,0.61304757936328,1260692.0,1.7,2182.13489099637,66.9218955094746,2040.0,7.0,2.15E8
2007,"Mexico","MEX",64.8,3.73321911127928,28.3098647040851,2.1339003638,2.46864E10,1.02281528405641E12,3.20292407558784,9400.0,13910.0,9.8952147635845E11,1.46441682463667E12,96.0,29.9282285977208,35.9398110355441,4.72610132625546,20.9954291278949,74.9064048858537,55.4374014388241,0.412881925006731,63.2210658695416,34.72,1.01112562776032,1.05280515417673E8,0.3,3884.85940040661,60.3269698531766,1964380.0,27.0,2.71364E10
2007,"Moldova","MDA",33.81,11.9706748675236,45.5877764768128,1.5,4.9342E8,4.40249592129332E9,2.98786914937443,1130.0,2900.0,4.13763975213924E9,1.06231285092469E10,96.0,97.7400110511836,14.817043275825,15.9204866456481,19.086732566792,68.3475609756098,114.298799816304,0.516567875867841,51.3386752553328,18.2,-1.12195378962179,3667469.0,0.4,272.667608097028,73.2122818566514,33840.0,23.0,1.4982E9
2007,"Mongolia","MNG",16.572,22.9606955213814,64.285662594254,1.869,3.277E8,3.92978773100314E9,10.2228440152322,1290.0,3170.0,3.36097333029453E9,8.2712764937418E9,98.0,65.7320872143033,41.4541854406404,12.3284110366222,12.2680012463133,66.8014634146341,101.946982235026,1.43927390723825,35.1213706930001,43.3,0.914943476556064,2608411.86412632,0.1,13341.4513553657,35.5851190379782,1566500.0,13.0,1.94E8
2007,"Morocco","MAR",18.865,13.730898002342,35.7997507202948,2.376,2.80664E9,7.51187744140625E10,2.71504454312014,2290.0,4050.0,7.06519363302951E10,1.25129613358019E11,95.0,44.9283605228049,27.3144593348959,3.76949940905536,21.3864965614406,71.1453658536585,62.530713121175,3.20618551675163,64.9025084209186,34.4,1.18664411378391,3.08605945861168E7,0.1,939.709697396633,58.9546426627621,446550.0,12.0,6.730472E9
2007,"Mozambique","MOZ",149.197,27.5550565975145,37.5774725766791,5.113,4.2736E8,8.01051755247056E9,7.02190493553468,340.0,730.0,7.26603007055913E9,1.55527748452317E10,77.0,44.3204894068942,25.7199214207607,7.40000000000001,0.935794992155297,42.0714634146341,74.9015274069216,0.855945364354933,15.4406173705624,168.472796153715,1.89291842841594,2.13722024243115E7,12.5,4693.01188565881,46.7250219817249,799380.0,29.0,9.9386E7
